sample,Hours, Compactin, KLA,10Z-heptadecenoic acid,11_14_17-eicosatrienoic acid,11_14-eicosadienoic acid,11-HETE,13_16_19-docosatrienoic acid,13_16-docosadienoic acid,15-deoxy-PGD2,15-deoxy-PGJ2,5_8_11_14_17-eicosapentaenoic acid,5_8_11-eicosatrienoic acid,5-HETE,7_10_13_16_19-docosapentaenoic acid,7Z_10Z_13Z_16Z-docosatetraenoic acid,9Z-palmitoleic acid,alpha-linolenic acid,arachidic acid,arachidonic acid,behenic acid,bishomo-gamma-linolenic acid,cerotic acid,cis-erucic acid,cis-selacholeic acid,DHA,gamma-linolenic acid,lauric acid,lignoceric acid,linoleic acid,Margaric acid,Myristic acid,Oleic acid,Palmitic acid,Pentadecanoic acid,PGD2,PGE2,PGF2a,PGJ2,stearic acid,Stearidonic acid,Tricosanoic acid
BCJ080219A26,24,0,0,3.36036427654347,4.19770815795585,3.36317107711924,3.32192809488736,3.32481060342048,3.32337006906127,3.33199177823206,3.32337006906127,3.41818994794577,3.32192809488736,NA,3.64154602908752,3.47897180503294,3.78031009904338,3.33485426933163,3.41683974191283,4.11270013274936,3.37573453858316,3.47118746038699,3.34766565630097,3.32624970083746,3.33771109212829,3.66902676550963,3.33342373372519,3.90592847817313,3.51222688651396,3.80838505065609,3.69265037003553,4.37920505996061,6.49537538094463,6.61999982982136,3.54101915313356,3.33913738491959,3.32192809488736,3.32624970083746,3.39780296186249,6.34801990922869,3.32192809488736,3.33342373372519
BCJ080226A26,24,0,0,3.39780296186249,3.82171021503467,3.33485426933163,3.32192809488736,3.32192809488736,NA,3.33199177823206,3.32192809488736,3.38404980679516,3.32192809488736,NA,3.48026512205446,3.38681094647222,4.07638806851284,3.34056226902641,3.4235781709818,3.96254902292306,3.36737106564853,3.40599235967584,3.36176835941915,3.33485426933163,3.33771109212829,3.53977919169849,3.33913738491959,3.4905701304462,3.32337006906127,4.02502879449152,3.64846544302731,4.52669484554198,7.62899225714273,6.12907690293063,3.5668151540109,3.33342373372519,3.37016428054021,NA,3.55090066464752,5.83390207666916,NA,3.3305584000308
BCJ080212A28,24,0,1,3.41278152533848,3.71259578044703,3.34340782229781,3.32624970083746,3.32481060342048,3.32337006906127,3.89530262133331,3.86591881455221,3.40463068421761,3.32337006906127,NA,3.51601514700366,3.41142624572647,4.1243281350022,3.35191096110308,3.46727948045998,3.88264304936184,3.34766565630097,3.41818994794577,3.35049724708413,3.32768736417605,3.33485426933163,3.61941301059794,3.34624777408278,4.24716800037477,3.4905701304462,3.97544676564096,3.64731450954714,4.85847839042327,7.58833986092348,7.06177619758669,3.5981269599196,3.39094277280254,3.33913738491959,3.37573453858316,3.56193705962243,6.2881739681123,3.32192809488736,3.32768736417605
BCJ080219A28,24,0,1,3.39780296186249,3.84197311892718,3.38818953715608,3.33485426933163,3.32192809488736,3.32337006906127,4.18348651445939,3.50207595604579,3.39094277280254,3.33199177823206,NA,3.5933537709803,3.4262647547021,4.06263982828646,3.35755200461808,3.54843662469604,4.11644793551166,3.39917109381982,3.45680614923047,3.55336050333533,3.32624970083746,3.33628338786443,3.7279204545632,3.34198574722862,3.71699089440494,3.44493204894218,3.98367769469807,3.62760683812965,4.57410150808939,7.37138461355796,7.83724947172094,3.70487196445635,3.36317107711924,3.32768736417605,3.32912359629157,3.44625622988956,7.12629147776676,3.32192809488736,3.33342373372519
BCJ080226A28,24,0,1,3.44095219802964,3.58496250072116,3.33771109212829,3.33199177823206,3.32192809488736,3.32192809488736,4.27052894238072,3.49569516262407,3.36176835941915,3.32192809488736,NA,3.44890095114513,3.37989816352469,4.30961277245412,3.35895882583233,3.61353165291793,3.95559179175399,3.41818994794577,3.41278152533848,3.41683974191283,3.32768736417605,3.33199177823206,3.51727569320958,3.34482849699744,3.4262647547021,NA,3.94673086014031,3.65306001710456,4.53729606709084,7.57576612729644,7.55305325276641,4.12515513132229,3.33628338786443,3.3547342399706,NA,3.57046293102604,6.62629310754178,3.32192809488736,3.36597242759338
BCJ080212A27,24,1,0,3.43829285157915,4.03298241669943,3.35191096110308,NA,3.32481060342048,3.32624970083746,3.32624970083746,3.32624970083746,3.44360665147561,3.32192809488736,NA,3.59931779369823,3.48155728070859,4.17072627613155,3.34624777408278,3.42088657497553,3.8073549220576,3.34908214639109,3.48155728070859,3.34056226902641,3.33771109212829,3.34340782229781,3.67581593117227,3.34340782229781,4.08491465976794,3.45154083301783,3.98823022306046,3.5909612413426,4.30815697511476,7.38594865785597,7.00495075995105,3.65420637794429,3.3305584000308,3.33628338786443,3.33771109212829,3.4931349223055,6.36981542428391,3.32192809488736,3.33485426933163
BCJ080219A27,24,1,0,3.40053792958373,4.46793154602629,3.3547342399706,3.32337006906127,3.32192809488736,3.32481060342048,3.3547342399706,3.32768736417605,3.44890095114513,3.32192809488736,NA,3.74092756031863,3.5909612413426,4.00629802390037,3.36036427654347,3.4594316186373,3.74685018309805,3.40053792958373,3.54349588342577,3.36317107711924,3.33342373372519,3.34908214639109,3.80632405739003,3.33342373372519,3.93922657772821,3.43162295971329,4.10013667128545,3.6724253419715,4.91790907385298,7.67525138605026,7.11176165883618,3.66220549965362,3.37016428054021,NA,3.32624970083746,3.43295940727611,6.85162412734689,3.32192809488736,3.33342373372519
BCJ080226A27,24,1,0,3.41413553298445,3.90207357931074,3.3533232911629,3.32192809488736,NA,NA,3.33771109212829,3.32192809488736,3.40190347160796,3.32192809488736,3.32192809488736,3.54720302475693,3.44625622988956,4.17312743348066,3.34482849699744,3.56924802986718,3.70818723602071,3.38404980679516,3.43295940727611,3.38128337250378,3.33199177823206,3.33342373372519,3.60169651648096,3.32192809488736,3.72574115650395,NA,4.37364821133469,3.90689059560852,5.00315244866692,7.75120928822302,7.00225245173138,3.83794324189103,3.46074256378964,3.37295209791183,NA,3.51096191927738,6.63023071585969,3.32192809488736,3.33913738491959
BCJ080212A29,24,1,1,3.41278152533848,3.80012335282653,3.35614381022528,3.32768736417605,3.32481060342048,3.32192809488736,4.0746766862945,4.14649230697719,3.40599235967584,3.32481060342048,NA,3.5668151540109,3.43028527297778,4.26453643099903,3.35895882583233,3.48155728070859,3.7839804136838,3.35895882583233,3.48155728070859,3.38128337250378,3.32768736417605,3.33628338786443,3.65535182861255,3.35191096110308,3.93073733756289,3.52230689287139,4.05484847699562,3.46727948045998,4.45088131527337,7.60496086950378,7.77360079528254,3.73335434061383,3.40463068421761,3.33628338786443,3.33199177823206,3.71369581484336,6.96150757468309,3.32192809488736,3.34482849699744
BCJ080219A29,24,1,1,3.41278152533848,3.88362081628567,3.4154882710497,3.34482849699744,3.32768736417605,3.32481060342048,5.03826057517535,3.52732060787705,3.39917109381982,3.33199177823206,NA,3.64500988439109,3.45285896471381,4.13504228623365,3.36036427654347,3.57531233068744,3.71149490665009,3.40599235967584,3.51096191927738,3.50969584193339,3.32768736417605,3.33913738491959,3.78031009904338,3.34766565630097,3.84599177066457,3.41818994794577,3.81352468929781,3.63691458035588,4.87135084063403,6.92659251005107,8.02075775509122,3.75060650483559,3.33342373372519,3.32192809488736,3.32337006906127,3.41142624572647,7.31524015250724,3.32337006906127,3.33199177823206
BCJ080226A29,24,1,1,3.45549162062847,3.63459326844576,3.3533232911629,3.3305584000308,3.32192809488736,3.32192809488736,4.95884267524324,3.5765221379205,3.36457243229586,3.32481060342048,NA,3.46074256378964,3.37155886261196,4.39025495632187,3.35614381022528,3.4995270242151,3.67525138605026,3.37016428054021,3.41683974191283,3.39917109381982,3.33199177823206,3.33199177823206,3.54720302475693,3.34482849699744,3.84398384404833,NA,3.99004721957379,3.6959938131099,4.85798099512757,7.51696065989882,7.39360496863922,3.59931779369823,3.32912359629157,3.38404980679516,NA,3.4262647547021,6.58931407260798,NA,3.33342373372519
BCJ080212A10,2,0,0,3.38543103719352,3.69710657447697,3.35191096110308,3.32337006906127,3.32337006906127,3.32192809488736,3.32481060342048,3.32337006906127,3.41953889151378,3.32192809488736,3.32192809488736,3.53231695933277,3.43295940727611,3.92219784839637,3.35049724708413,3.46336088581666,4.2460279805281,3.35755200461808,3.4235781709818,3.33342373372519,3.32192809488736,3.32768736417605,3.63226821549951,3.34482849699744,3.80219321694183,3.51727569320958,4.01435529297707,3.57288966842058,4.37155886261196,7.48864353985378,6.7599547420113,3.77082904603249,3.32912359629157,3.34766565630097,3.32912359629157,3.5837597536395,5.67383905599044,3.32192809488736,3.3305584000308
BCJ080219A10,2,0,0,3.43028527297778,3.98367769469807,3.37295209791183,3.3305584000308,3.32481060342048,3.32624970083746,3.32768736417605,3.32481060342048,3.46074256378964,3.32624970083746,3.32337006906127,3.71149490665009,3.52732060787705,4.16591193893569,3.37295209791183,3.46858331700683,4.26190685982807,3.4905701304462,3.54225804976692,NA,3.34056226902641,3.35614381022528,3.87381319835909,3.34340782229781,4.09339115325301,3.47248777146274,3.93545974780529,3.58736499093646,4.95884267524324,7.41083291031161,6.86579512140335,3.79597469420667,4.45549162062847,3.43028527297778,3.33771109212829,4.57531233068744,7.15805421312231,3.32192809488736,NA
BCJ080226A10,2,0,0,3.41413553298445,3.72683121703249,3.33628338786443,3.32624970083746,NA,3.32192809488736,3.3305584000308,3.32337006906127,3.4235781709818,3.32481060342048,3.32481060342048,3.57893871309339,3.44493204894218,4.35966172233388,3.37155886261196,3.53231695933277,4.08831123588866,3.4032677223393,3.45285896471381,3.44095219802964,3.32337006906127,3.32912359629157,3.71808758396052,3.35614381022528,3.5033487351675,3.45022149589718,4.0686708106651,3.65992455840238,4.56315813040281,7.53581968715014,6.90014226035982,3.92314918047231,5.04045412134962,3.73009646559547,NA,5.88068552526112,6.02258974904011,3.32192809488736,3.34766565630097
BCJ080212A12,2,0,1,3.39369076418745,3.89433274227769,3.35895882583233,3.32337006906127,3.32624970083746,3.32192809488736,3.32481060342048,3.32192809488736,3.43429461795993,3.32337006906127,NA,3.61353165291793,3.47378691161437,4.11519974938544,3.3533232911629,3.45680614923047,4.05528243550119,3.36317107711924,3.46074256378964,3.33628338786443,3.32337006906127,3.3305584000308,3.70376517879341,3.34482849699744,3.80426011563474,3.49825086752783,3.84498815668261,3.58014548442338,4.3327079336406,7.30761067215807,6.9431008475708,3.62877359520165,5.17911290067856,3.6959938131099,3.36317107711924,7.00180224263399,6.08363887925071,3.32192809488736,3.33485426933163
BCJ080219A12,2,0,1,3.38404980679516,3.97544676564096,3.37851162325373,3.33628338786443,NA,3.32192809488736,3.33485426933163,3.32192809488736,3.4369613378336,3.32481060342048,3.32768736417605,3.69265037003553,3.49697358099828,3.96069703930431,3.36317107711924,3.46205231879643,4.18269229751619,3.40463068421761,3.4905701304462,3.36597242759338,3.32337006906127,3.33485426933163,3.81147103052984,3.33342373372519,3.84096670448742,3.42492208821069,3.87184364850932,3.52481592835751,4.47638168756723,7.23764019503539,7.02812708231714,3.68929916053589,3.32481060342048,3.32624970083746,NA,3.36737106564853,6.50175758573866,3.32192809488736,3.33199177823206
BCJ080226A12,2,0,1,3.43429461795993,3.75808993420181,3.34482849699744,3.32768736417605,NA,3.32192809488736,3.33628338786443,3.32337006906127,3.42088657497553,3.32192809488736,3.32192809488736,3.55704241526372,3.43162295971329,4.58135124716878,3.37295209791183,3.53480866123175,3.91647664443772,3.38543103719352,3.43429461795993,3.41142624572647,3.32912359629157,3.33199177823206,3.67016051412663,3.3533232911629,3.4905701304462,3.44095219802964,3.78450398292957,3.57893871309339,4.52418907844937,7.49721315837685,6.50716034911752,3.81864608282254,3.3305584000308,3.35614381022528,NA,3.44228003525258,5.656782364219,3.32192809488736,3.33913738491959
BCJ080212A11,2,1,0,3.39369076418745,3.74092756031863,3.3547342399706,3.32192809488736,NA,3.32337006906127,3.32481060342048,3.32481060342048,3.43162295971329,3.32337006906127,NA,3.56803210477128,3.44228003525258,4.06263982828646,3.3547342399706,3.44228003525258,3.83390207666916,3.36036427654347,3.44228003525258,3.33485426933163,3.32337006906127,3.3305584000308,3.6915341649192,3.34766565630097,3.89141918684608,3.54966917072649,3.92694824794977,3.68144926531496,4.60169651648096,7.32066518412251,6.7220561096961,3.70597790168252,4.82222027162153,3.57410150808939,3.3533232911629,5.93404464711225,5.73903797911741,3.32192809488736,3.32481060342048
BCJ080219A11,2,1,0,3.41683974191283,3.8923910259134,3.3547342399706,3.32624970083746,NA,3.32624970083746,3.33771109212829,3.32624970083746,3.43562859405209,3.32337006906127,3.32337006906127,3.674686619928,3.50969584193339,4.17951105027151,3.36036427654347,3.41953889151378,3.854993016757,3.42223300068305,3.4944156103975,NA,3.32624970083746,3.34908214639109,3.80322703643493,3.33485426933163,3.85996954822103,3.47767732756531,4.02591469875079,3.68257329734758,4.69821847822441,7.58368454864348,6.96393645214449,3.68706068833989,4.8499992594661,3.51601514700366,3.34056226902641,5.55090066464752,6.66945202565741,3.32337006906127,NA
BCJ080226A11,2,1,0,3.40735275114004,3.6667565918848,3.33913738491959,3.32337006906127,NA,3.32192809488736,3.34056226902641,3.32192809488736,3.4032677223393,3.32192809488736,3.32337006906127,3.56437816856506,3.44625622988956,4.36527259976453,3.35614381022528,3.47897180503294,3.85598969730848,3.3743439890385,3.43295940727611,3.37573453858316,3.32481060342048,3.3305584000308,3.66106547980695,3.34482849699744,3.51727569320958,3.57046293102604,4.07638806851284,3.6507645591169,4.49569516262407,7.56749981512043,6.58104990094504,3.68369645430652,5.31867837373655,3.84498815668261,NA,6.70528679027247,5.58195375084882,3.32192809488736,3.33485426933163
BCJ080212A13,2,1,1,3.41142624572647,3.91552090075196,3.37573453858316,3.32481060342048,3.32192809488736,3.32192809488736,3.32768736417605,3.32337006906127,3.46597446450407,3.32337006906127,3.32192809488736,3.62643913669732,3.48542682717024,4.13010717865883,3.36457243229586,3.48928602262588,3.88655014732434,3.38266725274504,3.46988597627446,3.37851162325373,3.32337006906127,3.32912359629157,3.74092756031863,3.38266725274504,3.89044669267991,3.49825086752783,3.95977015521147,3.5385381636298,4.35755200461808,7.48542682717024,7.35614381022528,3.99367436175058,3.32912359629157,3.33485426933163,3.32624970083746,3.43429461795993,6.37590826307501,3.32192809488736,3.34766565630097
BCJ080219A13,2,1,1,3.38266725274504,3.90400231628369,3.36597242759338,3.32768736417605,3.32192809488736,3.32192809488736,3.34340782229781,3.32624970083746,3.44360665147561,3.32337006906127,3.32337006906127,3.72137265947682,3.50969584193339,3.96254902292306,3.36457243229586,3.44625622988956,3.90303827011291,3.39780296186249,3.48284828306847,3.37989816352469,3.32337006906127,3.33485426933163,3.84398384404833,3.33771109212829,3.97727992349992,3.39917109381982,4.0241423458978,3.66902676550963,4.62293035092018,7.61911951145322,6.87442813167938,3.7235585614721,3.32337006906127,3.32337006906127,NA,3.39369076418745,6.42374622911477,3.32337006906127,3.33771109212829
BCJ080226A13,2,1,1,3.39094277280254,3.75488750216347,3.34198574722862,3.32624970083746,NA,3.32192809488736,3.37295209791183,3.32337006906127,3.41818994794577,3.32337006906127,3.32192809488736,3.55458885167764,3.4262647547021,4.20867331962947,3.36176835941915,3.46074256378964,3.74953426766926,3.3743439890385,3.44360665147561,3.38128337250378,3.32337006906127,3.32768736417605,3.65420637794429,3.34482849699744,3.54473265593262,3.61235249875266,4.02502879449152,3.67694435910691,4.58736499093646,7.76864750111893,6.62556273996637,3.6724253419715,3.33199177823206,3.35614381022528,NA,3.49825086752783,5.70570149684579,NA,3.33342373372519
BCJ080212A14,4,0,0,3.38266725274504,3.68032435684402,3.34766565630097,3.32192809488736,3.32192809488736,3.32192809488736,3.32337006906127,3.32337006906127,3.41413553298445,3.32192809488736,3.32192809488736,3.52230689287139,3.40871186102943,4.01077983875324,3.34908214639109,3.4931349223055,3.72027846523333,3.34340782229781,3.42894634476948,3.34198574722862,3.32337006906127,3.32768736417605,3.62760683812965,3.34482849699744,3.87479696589867,3.47897180503294,3.92599941855622,3.56071495447448,4.41818994794577,7.54812832358559,6.47459828053564,3.58976348698498,3.32768736417605,3.33342373372519,NA,3.55826763405574,5.44724856860178,3.32192809488736,3.32912359629157
BCJ080219A14,4,0,0,3.38266725274504,3.91552090075196,3.36737106564853,3.32481060342048,NA,3.32192809488736,3.32768736417605,3.32192809488736,3.43162295971329,3.32337006906127,3.32192809488736,3.69041709553247,3.51096191927738,4.01167453338092,3.35614381022528,3.49569516262407,4.17352723812251,3.40871186102943,3.48155728070859,3.42088657497553,3.32337006906127,3.33485426933163,3.79181407116183,3.33628338786443,3.67694435910691,3.50589092972996,4.03210084316702,3.64154602908752,4.66163560233596,7.56262403909987,7.26987472248247,3.8094144442359,4.39848719001897,3.50842865253186,3.32337006906127,5.43629511983936,6.656782364219,3.32192809488736,3.34766565630097
BCJ080226A14,4,0,0,3.43829285157915,3.72027846523333,3.33913738491959,3.32481060342048,NA,3.32192809488736,3.33199177823206,3.32337006906127,3.40463068421761,3.32337006906127,3.32192809488736,3.5765221379205,3.44095219802964,4.50271248596606,3.37712374912949,3.47897180503294,3.91695427895322,3.38266725274504,3.45680614923047,3.39094277280254,3.32624970083746,3.33199177823206,3.67129337248158,3.34766565630097,3.52606881166759,3.64038956005495,3.96809075204526,3.71369581484336,4.86294724802092,7.6564963705535,6.64082334458567,3.64270157183323,4.96069703930431,3.90014226035982,NA,6.47929524299885,5.89869207256049,NA,3.33485426933163
BCJ080212A16,4,0,1,3.47638168756723,3.87676249078156,3.3547342399706,3.3305584000308,3.32192809488736,3.32192809488736,3.33771109212829,3.34908214639109,3.45680614923047,3.32192809488736,NA,3.58616424593091,3.47248777146274,4.06781078378962,3.3533232911629,3.5298209465287,4.17152710603881,3.36176835941915,3.47897180503294,3.34198574722862,3.32912359629157,3.33771109212829,3.71808758396052,3.34908214639109,4.17871464117544,3.5197934862411,4.18269229751619,3.63691458035588,4.52669484554198,7.46368784220126,6.89590846480624,3.62877359520165,5.37955165336549,3.93922657772821,3.54225804976692,7.52732060787705,5.58496250072116,3.32192809488736,3.32912359629157
BCJ080219A16,4,0,1,3.40190347160796,4.04439411935845,3.3743439890385,3.34908214639109,3.32337006906127,3.32481060342048,3.38818953715608,3.32912359629157,3.44228003525258,3.32337006906127,3.32192809488736,3.71369581484336,3.54225804976692,4.10601323762212,3.37155886261196,3.50969584193339,4.29719141656586,3.4262647547021,3.48542682717024,3.35895882583233,3.32624970083746,3.34056226902641,3.82984955984469,3.34624777408278,3.72574115650395,3.5298209465287,3.87872534148011,3.5385381636298,4.63633460244218,7.42214888588019,7.34544960253219,3.80012335282653,NA,NA,3.32624970083746,3.3533232911629,6.75528819513671,3.32337006906127,3.35614381022528
BCJ080226A16,4,0,1,3.39094277280254,3.72900887033786,3.34056226902641,3.32912359629157,NA,NA,3.38266725274504,3.32912359629157,3.40190347160796,3.32192809488736,3.32192809488736,3.5385381636298,3.43429461795993,4.24944534108584,3.36876834909033,3.57288966842058,4.05614996110814,3.37295209791183,3.4235781709818,3.37155886261196,3.32337006906127,3.32624970083746,3.62175885670973,3.3743439890385,3.52732060787705,3.53977919169849,3.72683121703249,3.55213110825378,4.48864353985378,7.48260630810786,6.70099449416827,3.65191274464578,3.32768736417605,3.34624777408278,NA,3.42492208821069,6.04919510562227,3.32192809488736,3.33771109212829
BCJ080212A15,4,1,0,3.39369076418745,3.69821847822441,3.35049724708413,3.32192809488736,3.32192809488736,NA,3.32624970083746,3.32337006906127,3.41142624572647,NA,NA,3.52857131887076,3.43562859405209,3.97452931248388,3.34340782229781,3.42894634476948,4.06004738366994,3.36597242759338,3.44625622988956,3.3533232911629,3.32337006906127,3.32768736417605,3.64038956005495,3.36176835941915,4.10601323762212,3.54225804976692,3.97727992349992,3.63691458035588,4.66845955691538,7.43712784427281,7.14730669878029,3.93828579188405,5.07339181605292,3.71369581484336,3.44493204894218,6.85847839042327,6.08151006812092,3.32192809488736,3.33628338786443
BCJ080219A15,4,1,0,3.41683974191283,3.87578006306849,3.36176835941915,3.32624970083746,3.32192809488736,3.32624970083746,3.34056226902641,3.32624970083746,3.4262647547021,3.32768736417605,3.32337006906127,3.67016051412663,3.49825086752783,4.22110372536788,3.36036427654347,3.44360665147561,4.47832471148503,3.39094277280254,3.4905701304462,NA,3.3305584000308,3.3533232911629,3.77082904603249,3.33628338786443,3.89627184880738,3.56803210477128,4.01256867350306,3.61235249875266,4.88459792099006,7.62322307589651,6.71973105674985,3.55458885167764,4.66902676550963,3.61588707391606,3.37295209791183,5.70487196445635,6.30979464387458,3.32192809488736,NA
BCJ080226A15,4,1,0,3.43562859405209,3.71479501111816,3.35049724708413,3.32481060342048,3.32337006906127,NA,3.33199177823206,3.32192809488736,3.41818994794577,3.32192809488736,3.32337006906127,3.54966917072649,3.41006969175638,4.4093909361377,3.36597242759338,3.65764000520782,4.22650852980868,3.42088657497553,3.41818994794577,3.44757919654888,3.32337006906127,3.32912359629157,3.66562016406638,3.35049724708413,3.73009646559547,3.65764000520782,4.10601323762212,3.74416109557041,4.80529245560071,7.71431421579432,6.88374299057045,3.72137265947682,5.39197388306029,3.94485844580754,NA,7.23935985027747,5.64414469993285,3.32192809488736,3.35755200461808
BCJ080212A17,4,1,1,3.48928602262588,3.93073733756289,3.34482849699744,3.33485426933163,3.32192809488736,3.32337006906127,3.35755200461808,3.36457243229586,3.38543103719352,3.32192809488736,3.32192809488736,3.61470984411521,3.57410150808939,4.30742852519225,3.34198574722862,3.4594316186373,4.15785216914174,3.36176835941915,3.50969584193339,3.35614381022528,3.32337006906127,3.32481060342048,3.80838505065609,3.32912359629157,3.76977173924945,3.49569516262407,3.78345665436024,3.5033487351675,4.33699741660501,7.28216176658182,7.18070484019556,3.79701297783614,3.32481060342048,3.33771109212829,3.33485426933163,3.39917109381982,6.21723071622067,3.32337006906127,3.33771109212829
BCJ080219A17,4,1,1,3.4262647547021,3.99276843076892,3.36317107711924,3.34766565630097,3.32192809488736,3.32768736417605,3.5197934862411,3.34340782229781,3.4262647547021,3.32912359629157,3.32337006906127,3.67581593117227,3.51727569320958,4.19613488076516,3.3743439890385,3.42492208821069,4.08618931310448,3.41142624572647,3.4867143730307,NA,3.32624970083746,3.3533232911629,3.77610398807316,3.33771109212829,3.76447355099267,3.46988597627446,3.87282875953489,3.57288966842058,4.73552217729654,7.77030048949942,7.16208916202821,3.67919857056692,3.32912359629157,3.32192809488736,3.32768736417605,3.37573453858316,6.6321227752009,3.32337006906127,NA
BCJ080226A17,4,1,1,3.44493204894218,3.74846123300404,3.35049724708413,3.33485426933163,3.32192809488736,3.32192809488736,3.41413553298445,3.32912359629157,3.40190347160796,3.32192809488736,3.32337006906127,3.53605290024021,3.44228003525258,4.41818994794577,3.37712374912949,3.55458885167764,4.26228280642066,3.40735275114004,3.46336088581666,3.45549162062847,3.32481060342048,3.33199177823206,3.63575439127776,3.39231742277876,3.54596836910529,3.60050764534579,3.95884267524324,3.66902676550963,4.73172632271578,8.09349679489191,7.07006726180213,3.90785207184596,3.36036427654347,3.3547342399706,NA,3.51222688651396,6.01301553583926,3.32337006906127,3.34624777408278
BCJ080212A18,8,0,0,3.38681094647222,3.69710657447697,3.3533232911629,3.32192809488736,3.32192809488736,3.32337006906127,3.32337006906127,3.32192809488736,3.41683974191283,3.32192809488736,NA,3.5197934862411,3.42223300068305,4.0496307677246,3.33771109212829,3.46205231879643,4.12556845177803,3.36036427654347,3.42492208821069,3.39231742277876,3.32337006906127,3.33199177823206,3.60407132366886,3.33913738491959,3.73009646559547,3.55336050333533,3.80219321694183,3.67129337248158,4.75542173473424,7.85810536002924,6.90255600534463,3.92409988564074,3.34482849699744,3.33342373372519,3.33913738491959,3.50716034911752,6.00854067170295,3.32192809488736,3.34482849699744
BCJ080219A18,8,0,0,3.37016428054021,3.88849973551412,3.37016428054021,3.32481060342048,3.32192809488736,3.32192809488736,3.32768736417605,3.32337006906127,3.42088657497553,3.32337006906127,NA,3.64500988439109,3.46727948045998,3.93922657772821,3.3533232911629,3.48155728070859,4.14730669878029,3.39094277280254,3.47508488294878,3.4276061727819,3.32481060342048,3.33199177823206,3.72246602447109,3.33199177823206,3.82068956055921,3.44890095114513,3.94392132655349,3.60644222813161,4.90255600534463,7.47273144936906,7.03683297958548,3.65191274464578,4.34766565630097,3.77188557851537,3.37155886261196,6.09697863637054,6.32660925100527,3.32192809488736,3.34056226902641
BCJ080226A18,8,0,0,3.39506279951758,3.70487196445635,3.34340782229781,3.32337006906127,NA,NA,3.32912359629157,3.32337006906127,3.39506279951758,NA,3.32192809488736,3.51222688651396,3.40871186102943,4.29278174922785,3.35895882583233,3.48542682717024,4.16791986555194,3.37712374912949,3.42894634476948,3.37712374912949,3.32337006906127,3.32768736417605,3.58255600301406,NA,3.6959938131099,3.67919857056692,3.99548451887751,3.74738739965272,5.23304440126558,7.80064109732908,6.72109918870718,3.74846123300404,4.61999982982136,4.06522762277562,NA,6.99016070590942,5.98048235553826,NA,3.34198574722862
BCJ080212A20,8,0,1,3.44493204894218,3.78450398292957,3.34624777408278,3.33913738491959,3.32337006906127,3.32337006906127,3.45154083301783,3.47118746038699,3.41413553298445,3.32192809488736,NA,3.50207595604579,3.42492208821069,3.94485844580754,3.36317107711924,3.44625622988956,3.87676249078156,3.34908214639109,3.42894634476948,3.33771109212829,3.32768736417605,3.34198574722862,3.61235249875266,3.34908214639109,3.86393845042397,3.53729606709084,3.96716860753263,3.62175885670973,4.71918344048179,7.67093944979479,6.55765515472542,3.69265037003553,4.71094415457587,4.21800615028443,3.5909612413426,8.11369008225558,6.21256933885081,3.32337006906127,3.32912359629157
BCJ080219A20,8,0,1,3.39917109381982,3.87578006306849,3.3533232911629,3.38681094647222,NA,3.32481060342048,3.66220549965362,3.36457243229586,3.39643353125099,3.32481060342048,NA,3.5765221379205,3.45680614923047,4.15137177625395,3.37295209791183,3.44757919654888,4.20280949212501,3.39094277280254,3.43028527297778,NA,3.32481060342048,3.34198574722862,3.70818723602071,3.33771109212829,3.84297883178833,3.46988597627446,4.20084957463721,3.73552217729654,4.73281187208294,7.53807250273785,7.30003218010115,3.62293035092018,3.33771109212829,3.32624970083746,3.34766565630097,3.36176835941915,6.65248649491816,3.32192809488736,NA
BCJ080226A20,8,0,1,3.39917109381982,3.6915341649192,3.33628338786443,3.37155886261196,NA,NA,3.69265037003553,3.3547342399706,3.38404980679516,3.32337006906127,3.32192809488736,3.47378691161437,3.38681094647222,4.19298316997399,3.35895882583233,3.50969584193339,4.07852444538908,3.37989816352469,3.40871186102943,3.41953889151378,3.32337006906127,3.32912359629157,3.54720302475693,3.34198574722862,3.67807190511264,3.41683974191283,4.2349610948395,3.79701297783614,4.74631276642546,7.98930934071315,7.12060077384517,3.77294133783134,3.36176835941915,3.36597242759338,NA,3.46597446450407,6.21606678308703,3.32192809488736,3.33913738491959
BCJ080212A19,8,1,0,3.38681094647222,3.83895176695194,3.36036427654347,3.32192809488736,3.32192809488736,3.32192809488736,3.32481060342048,3.32337006906127,3.43562859405209,3.32192809488736,NA,3.56071495447448,3.4276061727819,4.11353381959191,3.35191096110308,3.50842865253186,3.89627184880738,3.37295209791183,3.45022149589718,3.35614381022528,3.32481060342048,3.33342373372519,3.63691458035588,3.34482849699744,4.3037807481771,3.72465027173297,3.78868571061353,3.77082904603249,5.28058520256447,7.46123386127128,6.87909307886454,3.69265037003553,4.69655030107857,3.84096670448742,3.47378691161437,7.03826057517535,5.95768248616512,3.32192809488736,3.33913738491959
