sample,Hours, Compactin, KLA,10Z-heptadecenoic acid,11_14_17-eicosatrienoic acid,11_14-eicosadienoic acid,11-HETE,13_16_19-docosatrienoic acid,13_16-docosadienoic acid,15-deoxy-PGD2,15-deoxy-PGJ2,5_8_11_14_17-eicosapentaenoic acid,5_8_11-eicosatrienoic acid,5-HETE,7_10_13_16_19-docosapentaenoic acid,7Z_10Z_13Z_16Z-docosatetraenoic acid,9Z-palmitoleic acid,alpha-linolenic acid,arachidic acid,arachidonic acid,behenic acid,bishomo-gamma-linolenic acid,cerotic acid,cis-erucic acid,cis-selacholeic acid,DHA,gamma-linolenic acid,lauric acid,lignoceric acid,linoleic acid,Margaric acid,Myristic acid,Oleic acid,Palmitic acid,Pentadecanoic acid,PGD2,PGE2,PGF2a,PGJ2,stearic acid,Stearidonic acid,Tricosanoic acid
BCJ080219A05,0.5,1,1,3.38818953715608,4.03826057517535,3.38128337250378,3.32481060342048,3.32337006906127,3.32337006906127,3.34482849699744,3.32624970083746,3.44890095114513,3.32481060342048,3.32192809488736,3.72900887033786,3.54101915313356,4.04701481951759,3.37155886261196,3.55826763405574,4.41481206056585,3.4032677223393,3.4995270242151,3.35049724708413,3.32337006906127,3.33485426933163,3.84699468696557,3.33628338786443,4.00809242094872,3.45549162062847,4.05311133645956,3.62877359520165,4.97361127551947,7.31415269388222,7.05723363504243,3.67919857056692,3.32768736417605,3.32192809488736,3.32337006906127,3.36457243229586,6.58089920422574,3.32192809488736,3.33199177823206
BCJ080226A05,0.5,1,1,3.44625622988956,3.76659516172927,3.34482849699744,3.32481060342048,3.32192809488736,3.32192809488736,3.32768736417605,NA,3.42223300068305,3.32192809488736,3.32337006906127,3.57773093149008,3.41818994794577,4.51601514700366,3.3547342399706,3.48155728070859,3.97819562968165,3.37989816352469,3.45285896471381,3.37712374912949,3.32624970083746,3.32912359629157,3.70376517879341,3.34056226902641,3.42223300068305,NA,3.8569856897822,3.58135124716878,4.36457243229586,7.43437802761166,6.47281266619239,3.57893871309339,3.3305584000308,3.35895882583233,NA,3.47767732756531,5.6564963705535,3.32192809488736,3.33199177823206
BCJ080212A01,0,0,0,3.39780296186249,3.8499992594661,3.34766565630097,3.32481060342048,NA,NA,3.32624970083746,3.32192809488736,3.4541758931858,3.32192809488736,3.32192809488736,3.66562016406638,3.4944156103975,4.08151006812092,3.36597242759338,3.4541758931858,4.00943675560809,3.33628338786443,3.51475349843975,3.37295209791183,3.32192809488736,3.32624970083746,3.85996954822103,3.35191096110308,4.16992500144231,3.53729606709084,4.13422093976063,3.69376571221778,4.42155994490182,7.46695333712393,6.93428059364002,3.73552217729654,3.33485426933163,3.34340782229781,3.35614381022528,3.42223300068305,6.166514610409,3.32192809488736,3.34340782229781
BCJ080219A01,0,0,0,3.45680614923047,4.05918219921169,3.37989816352469,3.33771109212829,NA,3.32337006906127,3.33485426933163,NA,3.49185309632967,3.32481060342048,3.32768736417605,3.87381319835909,3.56315813040281,4.29939120612683,3.37989816352469,3.44095219802964,4.27239650903749,3.4154882710497,3.54473265593262,NA,3.32912359629157,3.3533232911629,4.06091204958787,3.34198574722862,3.73226919950145,3.47508488294878,3.91647664443772,3.60644222813161,4.55151601762801,7.26021388677142,7.24868662687383,3.65764000520782,3.32912359629157,3.32192809488736,3.32337006906127,3.38956681176273,6.97165850515125,3.32337006906127,NA
BCJ080226A01,0,0,0,3.34482849699744,3.75381844317354,3.34340782229781,3.32912359629157,NA,NA,3.3305584000308,NA,3.43562859405209,3.32192809488736,3.32192809488736,3.57410150808939,3.43962313755712,4.11935617703968,3.37573453858316,3.39369076418745,4.11603199344711,3.34340782229781,3.43562859405209,NA,3.32337006906127,3.32768736417605,3.72683121703249,3.37851162325373,3.44228003525258,3.38543103719352,3.96901230751632,3.74953426766926,4.47248777146274,7.41852730210161,6.60599798023252,3.53605290024021,3.3305584000308,3.33913738491959,NA,3.51349074558812,5.6876206320849,3.32192809488736,NA
BCJ080212A22,12,0,0,3.39506279951758,3.73335434061383,3.33913738491959,3.32192809488736,3.32192809488736,3.32337006906127,3.32481060342048,3.32192809488736,3.40190347160796,NA,NA,3.48155728070859,3.41142624572647,4.17312743348066,3.34766565630097,3.4276061727819,3.93593113975227,3.34482849699744,3.4154882710497,3.33628338786443,3.32481060342048,3.33342373372519,3.56437816856506,3.34340782229781,3.94766615679601,3.5033487351675,3.99095486039699,3.61941301059794,4.37016428054021,7.30988557098777,6.59723318908613,3.6564963705535,3.3305584000308,3.34624777408278,3.32912359629157,3.53729606709084,5.92576211367192,3.32192809488736,3.33913738491959
BCJ080219A22,12,0,0,3.39094277280254,3.94579495674006,3.35895882583233,3.32337006906127,3.32337006906127,3.32481060342048,3.33342373372519,3.32481060342048,3.41413553298445,3.32337006906127,NA,3.58616424593091,3.4594316186373,4.09169983413681,3.3547342399706,3.41683974191283,4.0457050645108,3.38956681176273,3.48413813120167,NA,3.32912359629157,3.34340782229781,3.64500988439109,3.3305584000308,3.92789645372882,3.44757919654888,4.07382023329167,3.63575439127776,4.68985823631925,7.5070810431207,6.94556088599388,3.54720302475693,3.32481060342048,3.32624970083746,3.33342373372519,3.36176835941915,6.31741261376487,3.32192809488736,NA
BCJ080226A22,12,0,0,3.43162295971329,3.69265037003553,3.34198574722862,3.32337006906127,NA,NA,3.32912359629157,3.32192809488736,3.39369076418745,3.32337006906127,NA,3.49825086752783,3.39780296186249,4.46008724011683,3.3533232911629,3.46858331700683,3.89530262133331,3.37712374912949,3.43295940727611,3.37155886261196,3.33342373372519,3.33628338786443,3.58616424593091,3.34624777408278,3.54349588342577,3.57773093149008,4.08491465976794,3.75702324650746,4.69432306012539,7.63611705059967,6.47945693479402,3.58255600301406,3.33771109212829,3.3547342399706,NA,3.54720302475693,5.81762325751143,NA,3.33342373372519
BCJ080212A24,12,0,1,3.4262647547021,3.78135971352466,3.35614381022528,3.34056226902641,3.32192809488736,3.32337006906127,3.62175885670973,3.62175885670973,3.40599235967584,3.32192809488736,NA,3.5385381636298,3.4235781709818,4.3110671022556,3.36176835941915,3.47638168756723,4.13257684267001,3.36737106564853,3.45549162062847,3.35191096110308,3.32768736417605,3.33771109212829,3.6564963705535,3.34766565630097,3.89336221076387,3.49569516262407,4.03826057517535,3.59693514238723,4.2502036564993,7.55197736018086,7.19839592759371,3.58856473740135,3.34340782229781,3.35049724708413,NA,3.53605290024021,6.24868662687383,3.32337006906127,3.3305584000308
BCJ080219A24,12,0,1,3.39643353125099,3.87381319835909,3.37155886261196,3.37989816352469,3.32192809488736,3.32481060342048,3.84699468696557,3.39780296186249,3.39643353125099,3.3305584000308,NA,3.5981269599196,3.4276061727819,4.06004738366994,3.36457243229586,3.54596836910529,4.19179950106508,3.39231742277876,3.44625622988956,3.48026512205446,3.32624970083746,3.34056226902641,3.71039319217052,3.33628338786443,3.93828579188405,3.5197934862411,4.28909670241999,3.68369645430652,4.82527683005487,7.90659000282883,7.72465027173297,3.66448284036468,3.33628338786443,3.32768736417605,3.32624970083746,3.39231742277876,6.9601178065343,3.32192809488736,3.3305584000308
BCJ080226A24,12,0,1,3.41818994794577,3.63459326844576,3.34624777408278,3.36176835941915,3.32192809488736,NA,4.03738222200308,3.43429461795993,3.36457243229586,3.32337006906127,3.32192809488736,3.45680614923047,3.37851162325373,4.19298316997399,3.35049724708413,3.51475349843975,4.04875931191986,3.3743439890385,3.40735275114004,3.42492208821069,3.32624970083746,3.3305584000308,3.53729606709084,3.35049724708413,3.57531233068744,3.50716034911752,4.01077983875324,3.70487196445635,4.56254772419912,7.6046644151637,7.30460230252674,3.63691458035588,3.36597242759338,3.36457243229586,NA,3.56559717585422,6.50080205305716,3.32192809488736,3.33485426933163
BCJ080212A23,12,1,0,3.38128337250378,3.9136075118231,3.35895882583233,3.32192809488736,3.32192809488736,3.32337006906127,3.32624970083746,3.32337006906127,3.4235781709818,NA,NA,3.57167680997093,3.44228003525258,4.14159627838382,3.35191096110308,3.48284828306847,4.2364926183813,3.37295209791183,3.45680614923047,3.35755200461808,3.32481060342048,3.3305584000308,3.6667565918848,3.34340782229781,3.89917563048051,3.51222688651396,4.07724299893246,3.65535182861255,4.48413813120167,7.56544485625942,6.90315881111987,3.68481873755322,3.33199177823206,3.33771109212829,3.34766565630097,3.44493204894218,6.15015345524625,3.32192809488736,3.34340782229781
BCJ080219A23,12,1,0,3.38818953715608,3.98732086592925,3.36176835941915,3.32481060342048,3.32192809488736,3.32337006906127,3.34056226902641,3.32337006906127,3.4262647547021,3.32624970083746,NA,3.65535182861255,3.49185309632967,4.00539998774259,3.35755200461808,3.53106949272595,4.32012359804061,3.41278152533848,3.50080205305716,3.43829285157915,3.32624970083746,3.33628338786443,3.74416109557041,3.33485426933163,3.90592847817313,3.46727948045998,3.97819562968165,3.74200621086674,4.61058195849253,7.33181268381921,7.21091481607392,3.69710657447697,3.33913738491959,3.32337006906127,3.32337006906127,3.40190347160796,6.53325185192897,3.32192809488736,3.34340782229781
BCJ080226A23,12,1,0,3.4032677223393,3.69821847822441,3.3533232911629,3.32192809488736,3.32192809488736,NA,3.33913738491959,3.32192809488736,3.40463068421761,3.32337006906127,3.32192809488736,3.52606881166759,3.41953889151378,4.18348651445939,3.34908214639109,3.45680614923047,4.07296327155522,3.36176835941915,3.44625622988956,3.36737106564853,3.32624970083746,3.32912359629157,3.5981269599196,3.34198574722862,3.67129337248158,3.611172380044,4.04701481951759,3.79285535236249,4.83743871485637,7.76081972695738,6.74617838097141,3.58976348698498,3.35895882583233,3.36876834909033,NA,3.46858331700683,6.01368556992865,NA,3.33199177823206
