Fold,Metric,Estimate,Lower_CI,Upper_CI,Hold-out
0,Area Under the ROC Curve,0.7592592592592593,0.0,1.0
1,Area Under the ROC Curve,0.38763661202185823,0.0,1.0
2,Area Under the ROC Curve,0.3700071712914178,0.0,1.0
3,Area Under the ROC Curve,0.38062183298965774,0.0,0.75
4,Area Under the ROC Curve,0.35881776023702744,0.050000000000000044,0.6428571428571429
5,Area Under the ROC Curve,0.3606837185524351,0.08333333333333326,0.625
6,Area Under the ROC Curve,0.3640474635742337,0.11904761904761907,0.6083333333333334
7,Area Under the ROC Curve,0.3160240639677886,0.0888888888888888,0.525
8,Area Under the ROC Curve,0.301830601002508,0.07499999999999996,0.5151515151515151
9,Area Under the ROC Curve,0.297637783604928,0.07142857142857151,0.5044642857142858
10,Area Under the ROC Curve,0.3025036005955723,0.08163265306122469,0.49230769230769234
11,Area Under the ROC Curve,0.3225992044675939,0.098901098901099,0.513888888888889
12,Area Under the ROC Curve,0.3231652046640524,0.10000000000000009,0.5060606060606061
13,Area Under the ROC Curve,0.3223864370611269,0.11025641025641031,0.5
14,Area Under the ROC Curve,0.3377607615663737,0.12941176470588245,0.5089285714285715
15,Area Under the ROC Curve,0.3413378948858735,0.15056818181818188,0.49609375
16,Area Under the ROC Curve,0.3448927540044147,0.1470588235294118,0.4999999999999999
17,Area Under the ROC Curve,0.3553665611416873,0.17031249999999987,0.509090909090909
18,Area Under the ROC Curve,0.3518315466126287,0.14814814814814825,0.5137362637362637
19,Area Under the ROC Curve,0.35448249560645195,0.16282642089093735,0.5081168831168832
20,Area Under the ROC Curve,0.3633266348345153,0.17333333333333334,0.5303030303030303
21,Area Under the ROC Curve,0.3655396574975045,0.18369565217391304,0.530564263322884
22,Area Under the ROC Curve,0.3725768391437934,0.19209558823529416,0.5343406593406594
23,Area Under the ROC Curve,0.3693671706113081,0.1944444444444443,0.5285493827160495
24,Area Under the ROC Curve,0.3659732857249419,0.19078947368421073,0.5221354166666667
25,Area Under the ROC Curve,0.372421684207208,0.19739130434782604,0.5241666666666667
26,Area Under the ROC Curve,0.37030140019027874,0.19063180827886694,0.5301003344481606
27,Area Under the ROC Curve,0.3669277934009631,0.18512110726643582,0.5336021505376345
28,Area Under the ROC Curve,0.36643580496855693,0.18390804597701194,0.522689075630252
29,Area Under the ROC Curve,0.36203623353921516,0.17506631299734776,0.518970189701897
30,Area Under the ROC Curve,0.3700642448005975,0.18878600823045277,0.525
31,Area Under the ROC Curve,0.3754331922460745,0.19583333333333308,0.5266203703703705
32,Area Under the ROC Curve,0.3802329108571845,0.1932773109243694,0.5261233019853708
33,Area Under the ROC Curve,0.3756033445210262,0.1974137931034481,0.5201923076923076
34,Area Under the ROC Curve,0.378878216595935,0.19512195121951192,0.5238095238095237
35,Area Under the ROC Curve,0.38619276670437447,0.20032051282051244,0.52996632996633
36,Area Under the ROC Curve,0.3833967722893966,0.20237310481212967,0.5238095238095238
37,Area Under the ROC Curve,0.3753797443738298,0.19524617996604465,0.5144230769230769
38,Area Under the ROC Curve,0.3674246918352292,0.18514285714285705,0.49545454545454537
39,Area Under the ROC Curve,0.36507698914438325,0.18514285714285705,0.4855555555555555
