Sig_id,num_variables,Metric,Estimate,Hold-out
0,0,Area Under the ROC Curve,0.43777273836031133,0.5
0,0,Accuracy,0.46343995990993175,0.4883720930232558
0,0,Balanced Accuracy,0.4554509959484961,0.5
0,0,Average F1,0.49460428723012745,0.6665865384615385
0,0,Precision for class 0,0.5146789464485682,0.5116279069767442
0,0,Precision for class 1,0.4145426357058788,0.4883720930232558
0,0,Recall for class 0,0.9564629526029527,1.0
0,0,Recall for class 1,0.28207641580641607,1.0
0,0,Sensitivity for class 0,0.9564629526029527,1.0
0,0,Sensitivity for class 1,0.28207641580641607,1.0
0,0,Specificity for class 0,0.017139366189366182,0.0
0,0,Specificity for class 1,0.6288255760905763,0.0
